Region,School Name,BEIS School ID,Division,District,K Total,G1 Total,G2 Total,G3 Total,G4 Total,G5 Total,G6 Total,G7 Total,G8 Total,G9 Total,G10 Total,G11 STEM Total,G11 HUMSS Total,G11 ABM Total,G11 GAS Total,G11 TVL Total,G11 SPORTS Total,G11 ARTS Total,G11 PBM Total,G12 STEM Total,G12 HUMSS Total,G12 ABM Total,G12 GAS Total,G12 TVL Total,G12 SPORTS Total,G12 ARTS Total,G12 PBM Total
Region I,Acnam-Caray Elementary School,100139,Ilocos Norte,Marcos-Nueva Era,6,13,12,17,5,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Barangobong E/S,100140,Ilocos Norte,Marcos-Nueva Era,11,2,4,2,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Biding Elementary School,100141,Ilocos Norte,Marcos-Nueva Era,18,16,23,21,17,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Cabittauran Elementary School,100142,Ilocos Norte,Marcos-Nueva Era,15,15,20,23,10,29,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Cacafean Elementary School,100143,Ilocos Norte,Marcos-Nueva Era,10,7,9,7,11,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Elizabeth Elementary School,100144,Ilocos Norte,Marcos-Nueva Era,15,18,28,22,23,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Escoda Elementary School,100145,Ilocos Norte,Marcos-Nueva Era,25,30,37,36,35,35,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,F. Daquioag Mem. Elementary School,100146,Ilocos Norte,Marcos-Nueva Era,25,30,21,24,20,41,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ferdinand Elementary School,100147,Ilocos Norte,Marcos-Nueva Era,14,11,10,13,10,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Fortuna Elementary School,100148,Ilocos Norte,Marcos-Nueva Era,14,19,21,7,8,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Imelda Elementary School,100150,Ilocos Norte,Marcos-Nueva Era,20,19,33,23,27,31,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Mabuti Elementary School,100151,Ilocos Norte,Marcos-Nueva Era,10,18,17,27,17,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Marcos Central School,100152,Ilocos Norte,Marcos-Nueva Era,26,25,23,31,27,34,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Naguilian Elementary School,100153,Ilocos Norte,Marcos-Nueva Era,9,10,11,14,5,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Nueva Era Central Elementary School,100154,Ilocos Norte,Marcos-Nueva Era,29,25,30,36,25,52,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Pacifico Elementary School,100155,Ilocos Norte,Marcos-Nueva Era,20,28,36,26,13,38,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Santiago Elementary School,100156,Ilocos Norte,Marcos-Nueva Era,22,23,21,23,12,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Santo Nino Elementary School,100157,Ilocos Norte,Marcos-Nueva Era,18,22,25,22,17,33,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Tabucbuc Elementary School,100158,Ilocos Norte,Marcos-Nueva Era,34,25,24,24,12,32,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Barikir Elementary School,150018,Ilocos Norte,Marcos-Nueva Era,12,10,17,17,5,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Bugayong Elementary Sch.,150019,Ilocos Norte,Marcos-Nueva Era,7,14,16,19,10,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Marcos NHS,300020,Ilocos Norte,Marcos-Nueva Era,0,0,0,0,0,0,0,186,224,243,292,37,111,26,0,120,0,0,0,47,96,23,0,88,0,0,0
Region I,NUEVA ERA NATIONAL HIGH SCHOOL,300022,Ilocos Norte,Marcos-Nueva Era,0,0,0,0,0,0,0,64,98,97,92,42,0,0,29,44,0,0,0,18,0,0,60,49,0,0,0
Region I,Agunit National High School,320811,Ilocos Norte,Marcos-Nueva Era,0,0,0,0,0,0,0,48,38,41,60,18,0,0,25,0,0,0,0,15,0,0,33,0,0,0,0
Region I,Santiago NHS,320812,Ilocos Norte,Marcos-Nueva Era,0,0,0,0,0,0,0,48,52,49,62,17,0,0,0,48,0,0,0,17,0,0,0,34,0,0,0
Region I,Adriano P. Arzadon NHS,320820,Ilocos Norte,Marcos-Nueva Era,0,0,0,0,0,0,0,37,31,44,39,13,17,0,11,0,0,0,0,0,15,0,25,0,0,0,0
Region I,St. Gabriel Catholic School,400014,Ilocos Norte,Marcos-Nueva Era,15,10,15,11,12,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,"Kids'  Kollege, Marcos I. Norte, Inc.",410020,Ilocos Norte,Marcos-Nueva Era,5,12,11,14,9,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Uguis Integrated School,500594,Ilocos Norte,Marcos-Nueva Era,18,18,20,19,13,29,30,36,34,39,26,0,0,0,33,0,0,0,0,0,0,0,25,0,0,0,0
Region I,Garnaden Integrated School,502582,Ilocos Norte,Marcos-Nueva Era,13,10,15,7,3,19,14,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Adams CES,100160,Ilocos Norte,Adams-Pagudpud,37,26,30,38,26,62,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Aggasi Elementary School,100161,Ilocos Norte,Adams-Pagudpud,6,11,5,15,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Bucarot PS,100163,Ilocos Norte,Adams-Pagudpud,0,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Burayoc Elementary School,100164,Ilocos Norte,Adams-Pagudpud,12,18,26,38,28,44,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Caparispisan Elementary School,100165,Ilocos Norte,Adams-Pagudpud,25,10,9,17,8,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Caunayan Elementary School,100166,Ilocos Norte,Adams-Pagudpud,26,25,25,30,27,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Dampig Elementary School,100167,Ilocos Norte,Adams-Pagudpud,2,9,13,10,11,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Gamaban Elementary School,100168,Ilocos Norte,Adams-Pagudpud,30,24,27,41,24,37,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Luzong Elementary School,100169,Ilocos Norte,Adams-Pagudpud,19,23,19,22,15,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Luzuyo PS,100170,Ilocos Norte,Adams-Pagudpud,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Pagudpud Central Elementary School,100171,Ilocos Norte,Adams-Pagudpud,70,47,63,64,41,80,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Pagudpud South CES,100172,Ilocos Norte,Adams-Pagudpud,49,39,34,56,32,55,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Pancian Elementary School,100173,Ilocos Norte,Adams-Pagudpud,28,35,25,39,27,38,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Pasaleng Elementary School,100174,Ilocos Norte,Adams-Pagudpud,33,36,37,50,36,46,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Saguigui Elementary School,100175,Ilocos Norte,Adams-Pagudpud,9,10,18,20,16,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Saud Elementary School,100176,Ilocos Norte,Adams-Pagudpud,21,18,19,19,19,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Subec Elementary School,100177,Ilocos Norte,Adams-Pagudpud,22,40,18,44,23,30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Tarrag Elementary School,100179,Ilocos Norte,Adams-Pagudpud,13,15,7,9,19,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,MALAGGAO PS,150007,Ilocos Norte,Adams-Pagudpud,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Adams National High School,300001,Ilocos Norte,Adams-Pagudpud,0,0,0,0,0,0,0,46,34,41,47,0,24,0,36,0,0,0,0,0,15,0,21,0,0,0,0
Region I,Luzong NHS,300019,Ilocos Norte,Adams-Pagudpud,0,0,0,0,0,0,0,93,143,179,163,29,56,20,0,86,0,0,0,31,42,13,0,61,0,0,0
Region I,PAGUDPUD NHS,300024,Ilocos Norte,Adams-Pagudpud,0,0,0,0,0,0,0,115,127,149,149,17,16,0,42,57,0,0,0,25,15,0,20,75,0,0,0
Region I,Pasaleng National High School,300026,Ilocos Norte,Adams-Pagudpud,0,0,0,0,0,0,0,58,82,68,76,12,0,0,0,49,0,0,0,10,0,0,0,65,0,0,0
Region I,St. Jude High School of Pagudpud Ilocos Norte Inc,400015,Ilocos Norte,Adams-Pagudpud,0,0,0,0,0,0,0,23,36,37,37,22,0,0,16,0,0,0,0,2,0,0,27,0,0,0,0
Region I,God Father Learning Center of Pagudpud,410021,Ilocos Norte,Adams-Pagudpud,19,15,6,10,10,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Balaoi Integrated School,502581,Ilocos Norte,Adams-Pagudpud,5,6,8,11,3,10,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Bacsil Elementary School,100180,Ilocos Norte,Paoay,7,9,8,8,7,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Evangelista Elementary School,100181,Ilocos Norte,Paoay,23,15,27,37,15,44,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Monte Elementary School,100183,Ilocos Norte,Paoay,11,12,10,13,2,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Mumulaan Elementary School,100184,Ilocos Norte,Paoay,7,9,12,14,8,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Nagbacalan Elementary School,100185,Ilocos Norte,Paoay,19,24,31,34,27,37,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Nalasin Elementary School,100186,Ilocos Norte,Paoay,13,16,20,13,11,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Nanguyudan Elementary School,100187,Ilocos Norte,Paoay,7,11,8,14,9,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Paoay CES,100188,Ilocos Norte,Paoay,35,62,58,54,35,107,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Paoay East Central Elementary School,100189,Ilocos Norte,Paoay,21,23,25,20,13,40,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Pasil Elementary School,100190,Ilocos Norte,Paoay,32,29,36,41,28,55,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Salbang Elementary School,100191,Ilocos Norte,Paoay,14,14,14,23,8,38,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Sideg Elementary School,100192,Ilocos Norte,Paoay,6,6,4,6,5,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Suba Elementary School,100193,Ilocos Norte,Paoay,18,14,17,10,15,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Nagbacalan West Elementary School,150003,Ilocos Norte,Paoay,20,15,16,19,11,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Paoay Lake NHS,300025,Ilocos Norte,Paoay,0,0,0,0,0,0,0,57,81,82,70,36,0,0,0,52,0,0,0,22,0,0,0,41,0,0,0
Region I,Paoay National High School,320814,Ilocos Norte,Paoay,0,0,0,0,0,0,0,157,227,241,260,80,0,49,0,59,0,0,0,82,0,64,0,85,0,0,0
Region I,Paoay North Institute,400016,Ilocos Norte,Paoay,0,0,0,0,0,0,0,19,43,26,34,0,0,0,36,0,0,0,0,0,0,0,44,0,0,0,0
Region I,Paoay Faith Academy Inc.,410014,Ilocos Norte,Paoay,28,24,23,27,15,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Malaguip Integrated School,500345,Ilocos Norte,Paoay,34,50,40,42,36,64,50,38,45,49,45,0,0,0,25,16,0,0,0,0,0,0,33,20,0,0,0
Region I,Binsang Elementary School,100194,Ilocos Norte,Pasuquin,15,18,7,25,10,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Cababaan Elementary School,100195,Ilocos Norte,Pasuquin,45,40,46,53,31,59,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Caruan Elementary School,100196,Ilocos Norte,Pasuquin,34,36,33,45,24,36,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Carusikis Elementary School,100197,Ilocos Norte,Pasuquin,10,6,17,16,6,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Dadaeman Elementary School,100198,Ilocos Norte,Pasuquin,25,17,19,29,13,34,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Davila Elementary School,100199,Ilocos Norte,Pasuquin,37,53,46,59,38,64,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Dilanis Elementary School,100200,Ilocos Norte,Pasuquin,7,8,8,12,9,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Dilavo Elementary School,100201,Ilocos Norte,Pasuquin,15,20,17,18,17,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Gabaldon Elementary School,100202,Ilocos Norte,Pasuquin,16,22,25,26,15,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Madalayap Elementary School,100203,Ilocos Norte,Pasuquin,5,3,6,5,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Nagabungan Elementary School,100204,Ilocos Norte,Pasuquin,13,17,17,11,9,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Naglicuan Elementary School,100205,Ilocos Norte,Pasuquin,22,18,17,21,11,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Nagsanga Elementary School,100206,Ilocos Norte,Pasuquin,23,37,39,40,21,41,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Pangil Elementary School,100207,Ilocos Norte,Pasuquin,2,7,6,8,3,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Pasuquin Central Elementary School,100208,Ilocos Norte,Pasuquin,44,67,42,67,52,75,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Puyupuyan Elementary School,100209,Ilocos Norte,Pasuquin,7,16,10,22,4,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,San Juan Elementary School,100210,Ilocos Norte,Pasuquin,22,16,24,30,8,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Sta. Catalina Elementary School,100211,Ilocos Norte,Pasuquin,13,8,10,16,8,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Sulbec Elementary School,100212,Ilocos Norte,Pasuquin,6,8,4,9,9,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Surong Elementary School,100213,Ilocos Norte,Pasuquin,4,3,6,4,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Tabungao Elementary School,100214,Ilocos Norte,Pasuquin,4,5,2,5,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Tadao Elementary School,100215,Ilocos Norte,Pasuquin,4,7,7,10,4,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,San Isidro Elementary School,150008,Ilocos Norte,Pasuquin,3,6,5,4,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Davila National High School,300014,Ilocos Norte,Pasuquin,0,0,0,0,0,0,0,71,91,97,97,17,0,0,88,0,0,0,0,0,0,0,86,0,0,0,0
Region I,Ilocos Norte Agricultural College,300018,Ilocos Norte,Pasuquin,0,0,0,0,0,0,0,220,277,271,292,60,32,22,0,217,0,0,0,54,76,24,0,171,0,0,0
Region I,"Pasuquin High School of Ilocos Norte,Inc.",400017,Ilocos Norte,Pasuquin,0,0,0,0,0,0,0,32,27,27,33,0,0,0,17,0,0,0,0,0,0,0,32,0,0,0,0
Region I,"St. James Academy of PasuquinIlocos Norte, Inc.",400018,Ilocos Norte,Pasuquin,6,22,14,21,14,14,26,26,31,30,39,0,10,3,0,3,0,0,0,0,13,3,0,0,0,0,0
Region I,UNITED CHURCH OF CHRIST IN THE PHILIPPINES LEARNING CENTER OF PASUQUIN,408506,Ilocos Norte,Pasuquin,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Saviour's Christian Academy of Pasuquin,410013,Ilocos Norte,Pasuquin,13,28,11,19,9,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ab-Abut Elementray School,100216,Ilocos Norte,Piddig,13,16,12,21,14,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Abucay Elementary School,100217,Ilocos Norte,Piddig,21,22,21,25,18,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Boyboy Elementary School,100218,Ilocos Norte,Piddig,19,24,25,29,18,36,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Calambeg Elementary School,100219,Ilocos Norte,Piddig,17,13,9,18,14,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Carasi Elementary School,100220,Ilocos Norte,Piddig,18,15,14,27,10,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Dupitac E/S,100221,Ilocos Norte,Piddig,10,12,10,10,8,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Estancia Elementary School,100222,Ilocos Norte,Piddig,26,18,25,38,31,40,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Gayamat PS,100223,Ilocos Norte,Piddig,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Lagandit Elementary School,100224,Ilocos Norte,Piddig,7,9,10,9,6,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Libnaoan Elementary School,100225,Ilocos Norte,Piddig,7,10,9,16,4,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Maruaya Elementary School,100226,Ilocos Norte,Piddig,14,13,15,13,13,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Piddig Central Elementary School,100227,Ilocos Norte,Piddig,27,38,38,55,43,65,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Piddig South CES,100228,Ilocos Norte,Piddig,39,43,38,53,36,57,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,San Antonio Elementary School,100229,Ilocos Norte,Piddig,14,12,8,7,12,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Sta.Maria Elementary School,100230,Ilocos Norte,Piddig,22,17,19,15,13,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Tangaoan Elementary School,100231,Ilocos Norte,Piddig,21,22,26,27,19,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Tonoton Elementary School,100232,Ilocos Norte,Piddig,27,35,34,41,22,55,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Virbira-Angset Elementary School,100233,Ilocos Norte,Piddig,10,6,8,14,6,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Maab-abaca Elementary School,150020,Ilocos Norte,Piddig,9,5,8,11,6,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Carasi NHS,300009,Ilocos Norte,Piddig,0,0,0,0,0,0,0,14,23,25,26,0,0,0,0,21,0,0,0,0,0,0,0,9,0,0,0
Region I,Piddig National High School,300016,Ilocos Norte,Piddig,0,0,0,0,0,0,0,178,234,212,217,44,43,20,34,148,0,0,0,41,49,13,62,88,0,0,0
Region I,Roosevelt High School of Piddig Inc.,400019,Ilocos Norte,Piddig,0,0,0,0,0,0,0,12,21,35,37,0,0,5,34,0,0,0,0,0,0,8,30,0,0,0,0
Region I,"Saint Anne Academy of Piddig, Ilocos Norte, Inc.",400020,Ilocos Norte,Piddig,0,0,0,0,0,0,0,64,74,61,88,0,24,5,51,0,0,0,0,0,25,24,46,0,0,0,0
Region I,Badio Elementary School,100234,Ilocos Norte,Pinili,25,13,17,25,13,37,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,BARBAR ELEMENTARY SCHOOL,100235,Ilocos Norte,Pinili,17,6,10,17,11,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Bicbica PS,100236,Ilocos Norte,Pinili,2,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Buanga Elementary School,100237,Ilocos Norte,Pinili,5,4,3,9,4,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Bulbulala Elementary School,100238,Ilocos Norte,Pinili,6,9,7,8,5,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Cabaroan Elementary School,100239,Ilocos Norte,Pinili,5,7,3,11,4,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Darat Elementary School,100240,Ilocos Norte,Pinili,19,19,16,43,22,36,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Don Mariano Marcos Mem. Sch.,100241,Ilocos Norte,Pinili,41,39,43,43,34,73,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Gulpeng PS,100242,Ilocos Norte,Pinili,8,6,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Liliputen Elementary School,100243,Ilocos Norte,Pinili,7,6,8,8,3,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Nagtrigoan Elementary School,100244,Ilocos Norte,Pinili,5,8,5,14,13,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Pugaoan-Bungro Elementary School,100245,Ilocos Norte,Pinili,7,9,10,14,7,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Puritac-Dalayap Elementary School,100246,Ilocos Norte,Pinili,9,7,10,13,15,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Puzol Elementary School,100247,Ilocos Norte,Pinili,6,8,2,8,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Salanap Elementary School,100249,Ilocos Norte,Pinili,13,13,13,22,11,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Sto. Tomas Elementary School,100250,Ilocos Norte,Pinili,7,13,19,6,4,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Upon Elementary School,150004,Ilocos Norte,Pinili,5,8,12,11,5,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Godogod Elementary School,150011,Ilocos Norte,Pinili,9,7,5,9,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Pinili NHS,300027,Ilocos Norte,Pinili,0,0,0,0,0,0,0,180,188,236,244,40,90,25,0,81,0,0,0,52,64,32,54,83,0,0,0
Region I,Pinili Institute,400021,Ilocos Norte,Pinili,0,0,0,0,0,0,0,47,54,55,55,0,0,0,20,37,0,0,0,0,0,0,25,19,0,0,0
Region I,Sacritan Integrated School,500593,Ilocos Norte,Pinili,11,20,20,26,11,35,29,32,26,46,25,0,0,0,29,0,0,0,0,0,0,0,30,0,0,0,0
Region I,Asuncion Elementary School,100251,Ilocos Norte,San Nicolas,14,13,15,17,8,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Barabar Elementary School,100252,Ilocos Norte,San Nicolas,29,19,39,23,22,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Bingao Elementary School,100253,Ilocos Norte,San Nicolas,72,52,66,96,78,77,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Bugnay Elementary School,100254,Ilocos Norte,San Nicolas,22,27,39,26,28,36,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Catuguing Elementary School,100255,Ilocos Norte,San Nicolas,27,16,29,20,25,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
